id_point,id_route,id_road,id_segment,latitude,longitude,speed
P0471,RT01,AGR,S069,-0.22937,-78.49657,90
P0472,RT01,AGR,S069,-0.22856,-78.49551,90
P0473,RT01,AGR,S069,-0.22788,-78.49466,90
P0474,RT01,AGR,S070,-0.22749,-78.49415,70
P0475,RT01,AGR,S070,-0.22729,-78.49242,70
P0476,RT01,AGR,S070,-0.22701,-78.49063,70
P0477,RT01,AGR,S070,-0.22651,-78.48931,70
P0478,RT01,AGR,S071,-0.22679,-78.48822,90
P0479,RT01,AGR,S071,-0.22737,-78.48738,90
P0480,RT01,AGR,S071,-0.22803,-78.48646,90
P0481,RT01,AGR,S072,-0.22842,-78.48588,70
P0482,RT01,AGR,S072,-0.22892,-78.48538,70
P0483,RT01,AGR,S072,-0.22976,-78.48485,70
P0484,RT01,AGR,S073,-0.23039,-78.48466,90
P0485,RT01,AGR,S073,-0.23145,-78.48457,90
P0486,RT01,AGR,S073,-0.23313,-78.48448,90
P0487,RT01,AGR,S073,-0.23437,-78.48442,90
P0488,RT01,AGR,S074,-0.23537,-78.48434,90
P0489,RT01,AGR,S074,-0.23703,-78.48446,90
P0490,RT01,AGR,S074,-0.23836,-78.48478,90
P0491,RT01,AGR,S075,-0.23897,-78.48499,90
P0492,RT01,AGR,S075,-0.23972,-78.48526,90
P0493,RT01,AGR,S075,-0.24082,-78.48563,90
P0494,RT01,AGR,S076,-0.24168,-78.4858,90
P0495,RT01,AGR,S076,-0.24242,-78.48575,90
P0496,RT01,AGR,S076,-0.2434,-78.48559,90
P0497,RT01,AGR,S076,-0.24447,-78.48527,90
P0498,RT01,AGR,S077,-0.24522,-78.48505,90
P0499,RT01,AGR,S077,-0.24636,-78.48465,90
P0500,RT01,AGR,S077,-0.24738,-78.48415,90
P0501,RT01,AGR,S077,-0.24799,-78.48381,90
P0502,RT01,AGR,S078,-0.24873,-78.48341,70
P0503,RT01,AGR,S078,-0.24937,-78.48312,70
P0504,RT01,AGR,S078,-0.25071,-78.48285,70
P0505,RT01,AGR,S078,-0.25167,-78.4829,70
P0506,RT01,AGR,S079,-0.25222,-78.48304,90
P0507,RT01,AGR,S079,-0.25286,-78.48328,90
P0508,RT01,AGR,S079,-0.25404,-78.48375,90
P0509,RT01,AGR,S079,-0.25514,-78.4842,90
P0510,RT01,AGR,S080,-0.25581,-78.48447,90
P0511,RT01,AGR,S080,-0.25643,-78.48475,90
P0512,RT01,AGR,S080,-0.25768,-78.48553,90
P0513,RT01,AGR,S080,-0.25897,-78.48675,90
P0514,RT01,AGR,S081,-0.25952,-78.4873,70
P0515,RT01,AGR,S081,-0.25995,-78.48767,70
P0516,RT01,AGR,S081,-0.26114,-78.48824,70
P0517,RT01,AGR,S081,-0.26273,-78.48834,70
P0518,RT01,AGR,S082,-0.26355,-78.48809,90
P0519,RT01,AGR,S082,-0.26417,-78.48782,90
P0520,RT01,AGR,S082,-0.26529,-78.48724,90
P0521,RT01,AGR,S083,-0.26591,-78.48694,70
P0522,RT01,AGR,S083,-0.26652,-78.4867,70
P0523,RT01,AGR,S083,-0.2678,-78.48665,70
P0524,RT01,AGR,S083,-0.26888,-78.48705,70
P0525,RT01,AGR,S084,-0.26953,-78.4876,90
P0526,RT01,AGR,S084,-0.27009,-78.48835,90
P0527,RT01,AGR,S084,-0.27054,-78.48902,90
P0528,RT01,AGR,S085,-0.27084,-78.48943,70
P0529,RT01,AGR,S085,-0.27145,-78.48997,70
P0530,RT01,AGR,S085,-0.27328,-78.49055,70
P0531,RT01,AGR,S085,-0.27565,-78.48944,70
P0532,RT01,AGR,S086,-0.27625,-78.48834,90
P0533,RT01,AGR,S086,-0.27667,-78.48708,90
P0534,RT01,AGR,S086,-0.27732,-78.48507,90
P0535,RT01,AGR,S086,-0.27811,-78.48255,90
P0536,RT01,AGR,S087,-0.27851,-78.48131,90
P0537,RT01,AGR,S087,-0.27876,-78.4805,90
P0538,RT01,AGR,S087,-0.2792,-78.47814,90
P0539,RT01,AGR,S087,-0.27954,-78.47542,90
P0540,RT01,AGR,S088,-0.27964,-78.47458,70
P0541,RT01,AGR,S088,-0.27978,-78.47379,70
P0542,RT01,AGR,S088,-0.28035,-78.47253,70
P0543,RT01,AGR,S088,-0.28115,-78.4716,70
P0544,RT01,AGR,S089,-0.28173,-78.47117,90
P0545,RT01,AGR,S089,-0.28227,-78.47082,90
P0546,RT01,AGR,S089,-0.28335,-78.47012,90
P0547,RT01,AGR,S089,-0.2843,-78.4695,90
P0548,RT01,AGR,S089,-0.28629,-78.46818,90
P0549,RT01,AGR,S089,-0.2876,-78.4673,90
P0550,RT01,AGR,S089,-0.28893,-78.46642,90
P0551,RT01,AGR,S090,-0.29028,-78.46552,70
P0552,RT01,AGR,S090,-0.29094,-78.46512,70
P0553,RT01,AGR,S090,-0.29222,-78.46425,70
P0554,RT01,AGR,S090,-0.29397,-78.46304,70
P0555,RT01,AGR,S090,-0.29524,-78.46221,70
P0556,RT01,AGR,S090,-0.29686,-78.46149,70
P0557,RT01,AGR,S090,-0.2975957,-78.460974,70
P0558,RT02,ASB,S091,-0.23945,-78.48496,70
P0559,RT02,ASB,S091,-0.23875,-78.48385,70
P0560,RT02,ASB,S091,-0.23974,-78.48293,70
P0561,RT02,ASB,S091,-0.24136,-78.48299,70
P0562,RT02,ASB,S091,-0.24315,-78.48256,70
P0563,RT02,ASB,S092,-0.2451517,-78.482036,80
P0564,RT02,ASB,S092,-0.24716,-78.48046,80
P0565,RT02,ASB,S092,-0.24693,-78.47743,80
P0566,RT02,ASB,S093,-0.24625,-78.4765794,90
P0567,RT02,ASB,S093,-0.24435,-78.47575,90
P0568,RT02,ASB,S093,-0.24202,-78.47433,90
P0569,RT02,ASB,S094,-0.2404623,-78.4740411,80
P0570,RT02,ASB,S094,-0.23939,-78.47365,80
P0571,RT02,ASB,S094,-0.23713,-78.47312,80
P0572,RT02,ASB,S095,-0.2361545,-78.4729807,70
P0573,RT02,ASB,S095,-0.23545,-78.47184,70
P0574,RT02,ASB,S095,-0.2347,-78.47095,70
P0575,RT02,ASB,S096,-0.2329449,-78.4711955,90
P0576,RT02,ASB,S096,-0.23193,-78.4708,90
P0577,RT02,ASB,S097,-0.2304129,-78.4698539,80
P0578,RT02,ASB,S097,-0.22942,-78.46914,80
P0579,RT02,ASB,S098,-0.2269675,-78.4691956,90
P0580,RT02,ASB,S098,-0.22592,-78.46907,90
P0581,RT02,ASB,S098,-0.22318,-78.4682,90
P0582,RT02,ASB,S098,-0.22047,-78.46704,90
P0583,RT02,ASB,S098,-0.21767,-78.46613,90
P0584,RT02,ASB,S099,-0.2167598,-78.4656737,90
P0585,RT02,ASB,S099,-0.21539,-78.46449,90
P0586,RT02,ASB,S100,-0.2127216,-78.463612,90
P0587,RT02,ASB,S100,-0.2118,-78.4628,90
P0588,RT02,ASB,S101,-0.2114627,-78.4625328,90
P0589,RT02,ASB,S101,-0.21006,-78.46203,90
P0590,RT02,ASB,S101,-0.20665,-78.46084,90
P0591,RT02,ASB,S102,-0.2057125,-78.4603633,90
P0592,RT02,ASB,S102,-0.20392,-78.4593,90
P0593,RT02,ASB,S103,-0.2032219,-78.4585558,60
P0594,RT02,ASB,S103,-0.20217,-78.45746,60
P0595,RT02,ASB,S103,-0.20021,-78.45669,60
P0596,RT02,ASB,S104,-0.1993428,-78.4582266,60
P0597,RT02,ASB,S104,-0.19887,-78.46005,60
P0598,RT02,ASB,S105,-0.1982826,-78.4607021,90
P0599,RT02,ASB,S105,-0.19839,-78.46164,90
P0600,RT02,ASB,S106,-0.1984273,-78.4636659,90
P0601,RT02,ASB,S106,-0.1985,-78.46425,90
P0602,RT02,ASB,S107,-0.1986053,-78.4649117,50
P0603,RT02,ASB,S107,-0.19808,-78.46644,50
P0604,RT02,ASB,S108,-0.197297,-78.4666341,60
P0605,RT02,ASB,S108,-0.19612,-78.4667,60
P0606,RT02,ASB,S108,-0.19563,-78.4651,60
P0607,RT02,ASB,S109,-0.1954661,-78.4640558,70
P0608,RT02,ASB,S109,-0.19461,-78.46228,70
P0609,RT02,ASB,S109,-0.19399,-78.46052,70
P0610,RT02,ASB,S110,-0.1939235,-78.4597063,60
P0611,RT02,ASB,S110,-0.19328,-78.4591,60
P0612,RT02,ASB,S111,-0.191998,-78.4586679,60
P0613,RT02,ASB,S111,-0.19187,-78.45795,60
P0614,RT02,ASB,S112,-0.1920938,-78.4568272,70
P0615,RT02,ASB,S112,-0.19246,-78.45529,70
P0616,RT02,ASB,S112,-0.19209,-78.45418,70
P0617,RT02,ASB,S112,-0.19111,-78.45408,70
P0618,RT02,ASB,S112,-0.18882,-78.45425,70
P0619,RT02,ASB,S113,-0.187721,-78.4541203,70
P0620,RT02,ASB,S113,-0.18584,-78.45369,70
P0621,RT02,ASB,S113,-0.18511,-78.45273,70
P0622,RT02,ASB,S114,-0.1840148,-78.4510489,90
P0623,RT02,ASB,S114,-0.18248,-78.45095,90
P0624,RT02,ASB,S115,-0.1818496,-78.4511798,70
P0625,RT02,ASB,S115,-0.18123,-78.45135,70
P0626,RT02,ASB,S116,-0.1803306,-78.4521131,90
P0627,RT02,ASB,S116,-0.18029,-78.45276,90
P0628,RT02,ASB,S116,-0.18076,-78.45359,90
P0629,RT02,ASB,S117,-0.1810517,-78.4539199,50
P0630,RT02,ASB,S117,-0.18037,-78.45582,50
P0631,RT02,ASB,S118,-0.1790495,-78.4552214,90
P0632,RT02,ASB,S118,-0.1782,-78.45471,90
P0633,RT02,ASB,S118,-0.17549,-78.4538,90
P0634,RT02,ASB,S118,-0.17355,-78.45252,90
P0635,RT02,ASB,S119,-0.1727992,-78.4519398,90
P0636,RT02,ASB,S119,-0.17144,-78.45091,90
P0637,RT02,ASB,S119,-0.16996,-78.44987,90
P0638,RT02,ASB,S120,-0.1680343,-78.4485242,90
P0639,RT02,ASB,S120,-0.16533,-78.44766,90
P0640,RT02,ASB,S121,-0.1638468,-78.4479204,80
P0641,RT02,ASB,S121,-0.16262,-78.44794,80
P0642,RT02,ASB,S121,-0.16106,-78.44722,80
P0643,RT02,ASB,S122,-0.1604035,-78.4468269,80
P0644,RT02,ASB,S122,-0.15934,-78.44639,80
P0645,RT02,ASB,S122,-0.15785,-78.44635,80
P0646,RT02,ASB,S123,-0.1568174,-78.4463454,80
P0647,RT02,ASB,S123,-0.15576,-78.44634,80
P0648,RT02,ASB,S123,-0.15338,-78.44721,80
P0649,RT02,ASB,S124,-0.1525669,-78.4487715,90
P0650,RT02,ASB,S124,-0.15231,-78.44973,90
P0651,RT02,ASB,S125,-0.1519184,-78.4515052,90
P0652,RT02,ASB,S125,-0.15133,-78.45193,90
P0653,RT02,ASB,S126,-0.1504914,-78.4521661,90
P0654,RT02,ASB,S126,-0.14994,-78.45136,90
P0655,RT02,ASB,S127,-0.1498036,-78.4506823,80
P0656,RT02,ASB,S127,-0.14874,-78.44897,80
P0657,RT02,ASB,S128,-0.1480158,-78.4484159,70
P0658,RT02,ASB,S128,-0.14771,-78.4478,70
P0659,RT02,ASB,S129,-0.1476207,-78.447486,90
P0660,RT02,ASB,S129,-0.14697,-78.44616,90
P0661,RT02,ASB,S129,-0.14553,-78.44521,90
P0662,RT02,ASB,S130,-0.1446546,-78.4440756,90
P0663,RT02,ASB,S130,-0.14261,-78.44339,90
P0664,RT02,ASB,S130,-0.14092,-78.4442,90
P0665,RT02,ASB,S131,-0.1404484,-78.4446632,70
P0666,RT02,ASB,S131,-0.13996,-78.44524,70
P0667,RT02,ASB,S131,-0.13899,-78.4465,70
P0668,RT02,ASB,S131,-0.13719,-78.44722,70
P0669,RT02,ASB,S132,-0.136036,-78.4473868,70
P0670,RT02,ASB,S132,-0.13397,-78.44769,70
P0671,RT02,ASB,S132,-0.13116,-78.4481,70
P0672,RT02,ASB,S133,-0.1296348,-78.448287,80
P0673,RT02,ASB,S133,-0.12791,-78.44828,80
P0674,RT02,ASB,S134,-0.1236165,-78.447689,90
P0675,RT02,ASB,S134,-0.11995,-78.44917,90
P0676,RT02,ASB,S135,-0.1184042,-78.4508825,70
P0677,RT02,ASB,S135,-0.1164,-78.45327,70
P0678,RT02,ASB,S135,-0.11451,-78.45562,70
P0679,RT02,ASB,S135,-0.11325,-78.45675,70
P0680,RT02,ASB,S136,-0.1118426,-78.4573579,60
P0681,RT02,ASB,S136,-0.11184,-78.45735,60
P0682,RT02,ASB,S137,-0.1102504,-78.4579986,50
P0683,RT02,ASB,S137,-0.10903,-78.45806,50
P0684,RT02,ASB,S137,-0.10953,-78.45877,50
P0685,RT02,ASB,S138,-0.1103228,-78.458189,70
P0686,RT02,ASB,S138,-0.11106,-78.45788,70
P0687,RT02,ASB,S139,-0.1119342,-78.4574937,60
P0688,RT02,ASB,S139,-0.11529,-78.45485,60
P0689,RT02,ASB,S140,-0.1174005,-78.4522161,60
P0690,RT02,ASB,S140,-0.11792,-78.4516,60
P0691,RT02,ASB,S141,-0.1185014,-78.4509683,90
P0692,RT02,ASB,S141,-0.1214,-78.44807,90
P0693,RT02,ASB,S142,-0.1236175,-78.4477997,90
P0694,RT02,ASB,S142,-0.12517,-78.44801,90
P0695,RT02,ASB,S143,-0.126495,-78.448173,60
P0696,RT02,ASB,S143,-0.12726,-78.44831,60
P0697,RT02,ASB,S143,-0.12866,-78.44853,60
P0698,RT02,ASB,S144,-0.1296643,-78.4484318,90
P0699,RT02,ASB,S144,-0.13251,-78.44811,90
P0700,RT02,ASB,S145,-0.1351047,-78.4476464,70
P0701,RT02,ASB,S145,-0.1367,-78.44745,70
P0702,RT02,ASB,S145,-0.13834,-78.44709,70
P0703,RT02,ASB,S146,-0.1396184,-78.4459827,70
P0704,RT02,ASB,S146,-0.13993,-78.44554,70
P0705,RT02,ASB,S147,-0.1405557,-78.4447812,90
P0706,RT02,ASB,S147,-0.14168,-78.44374,90
P0707,RT02,ASB,S147,-0.14354,-78.44382,90
P0708,RT02,ASB,S148,-0.1445996,-78.4441976,90
P0709,RT02,ASB,S148,-0.14507,-78.44476,90
P0710,RT02,ASB,S148,-0.1462,-78.44586,90
P0711,RT02,ASB,S148,-0.14726,-78.44679,90
P0712,RT02,ASB,S149,-0.147504,-78.4475141,70
P0713,RT02,ASB,S149,-0.14772,-78.44819,70
P0714,RT02,ASB,S150,-0.1479252,-78.4484983,90
P0715,RT02,ASB,S150,-0.14918,-78.44942,90
P0716,RT02,ASB,S150,-0.14953,-78.45001,90
P0717,RT02,ASB,S150,-0.1499,-78.45173,90
P0718,RT02,ASB,S151,-0.1507878,-78.4524625,90
P0719,RT02,ASB,S151,-0.15157,-78.45197,90
P0720,RT02,ASB,S152,-0.1520619,-78.4515528,90
P0721,RT02,ASB,S152,-0.15227,-78.45062,90
P0722,RT02,ASB,S153,-0.1526822,-78.4488084,90
P0723,RT02,ASB,S153,-0.15434,-78.44667,90
P0724,RT02,ASB,S154,-0.1572749,-78.4464799,80
P0725,RT02,ASB,S154,-0.1586,-78.44648,80
P0726,RT02,ASB,S155,-0.1603465,-78.4469227,90
P0727,RT02,ASB,S155,-0.16167,-78.44772,90
P0728,RT02,ASB,S155,-0.16453,-78.44793,90
P0729,RT02,ASB,S155,-0.16671,-78.44792,90
P0730,RT02,ASB,S156,-0.1679565,-78.4486449,70
P0731,RT02,ASB,S156,-0.16909,-78.44943,70
P0732,RT02,ASB,S156,-0.17067,-78.45053,70
P0733,RT02,ASB,S156,-0.17227,-78.45174,70
P0734,RT02,ASB,S156,-0.17414,-78.45322,70
P0735,RT02,ASB,S157,-0.1760411,-78.4545978,60
P0736,RT02,ASB,S157,-0.17624,-78.45568,60
P0737,RT02,ASB,S158,-0.177109,-78.4549233,80
P0738,RT02,ASB,S158,-0.17808,-78.45501,80
P0739,RT02,ASB,S159,-0.1789098,-78.455355,70
P0740,RT02,ASB,S159,-0.17969,-78.45576,70
P0741,RT02,ASB,S159,-0.18152,-78.45518,70
P0742,RT02,ASB,S160,-0.1811684,-78.4538223,50
P0743,RT02,ASB,S160,-0.18058,-78.4531,50
P0744,RT02,ASB,S161,-0.1804849,-78.4521885,90
P0745,RT02,ASB,S161,-0.18164,-78.45142,90
P0746,RT02,ASB,S161,-0.18321,-78.45104,90
P0747,RT02,ASB,S162,-0.1839461,-78.4512226,90
P0748,RT02,ASB,S162,-0.18455,-78.45178,90
P0749,RT02,ASB,S163,-0.1852866,-78.4534425,70
P0750,RT02,ASB,S163,-0.18683,-78.45409,70
P0751,RT02,ASB,S164,-0.1877025,-78.4543107,90
P0752,RT02,ASB,S164,-0.18991,-78.45437,90
P0753,RT02,ASB,S164,-0.19186,-78.45435,90
P0754,RT02,ASB,S164,-0.19222,-78.45597,90
P0755,RT02,ASB,S165,-0.1919671,-78.456789,80
P0756,RT02,ASB,S165,-0.1918,-78.45743,80
P0757,RT02,ASB,S165,-0.19256,-78.45917,80
P0758,RT02,ASB,S165,-0.19356,-78.45941,80
P0759,RT02,ASB,S165,-0.19365,-78.46142,80
P0760,RT02,ASB,S166,-0.1953951,-78.4644825,60
P0761,RT02,ASB,S166,-0.19546,-78.46599,60
P0762,RT02,ASB,S166,-0.19678,-78.46693,60
P0763,RT02,ASB,S166,-0.19774,-78.46667,60
P0764,RT02,ASB,S166,-0.1988,-78.46584,60
P0765,RT02,ASB,S167,-0.1987553,-78.4649142,70
P0766,RT02,ASB,S167,-0.19855,-78.46261,70
P0767,RT02,ASB,S167,-0.19871,-78.46036,70
P0768,RT02,ASB,S167,-0.19946,-78.45895,70
P0769,RT02,ASB,S167,-0.1999,-78.45734,70
P0770,RT02,ASB,S167,-0.20125,-78.45675,70
P0771,RT02,ASB,S167,-0.20245,-78.45792,70
P0772,RT02,ASB,S168,-0.2031149,-78.4586418,80
P0773,RT02,ASB,S168,-0.20343,-78.45901,80
P0774,RT02,ASB,S168,-0.20466,-78.45998,80
P0775,RT02,ASB,S168,-0.20614,-78.46072,80
P0776,RT02,ASB,S168,-0.2074,-78.46131,80
P0777,RT02,ASB,S169,-0.20831,-78.46164,70
P0778,RT02,ASB,S169,-0.20917,-78.4619,70
P0779,RT02,ASB,S169,-0.2107,-78.46236,70
P0780,RT02,ASB,S170,-0.2113917,-78.4626545,90
P0781,RT02,ASB,S170,-0.21203,-78.46321,90
P0782,RT02,ASB,S171,-0.2126532,-78.4637378,90
P0783,RT02,ASB,S171,-0.21386,-78.46407,90
P0784,RT02,ASB,S172,-0.2166776,-78.4657786,90
P0785,RT02,ASB,S172,-0.21806,-78.46643,90
P0786,RT02,ASB,S173,-0.2188617,-78.4667181,80
P0787,RT02,ASB,S173,-0.22171,-78.46772,80
P0788,RT02,ASB,S173,-0.22464,-78.4689,80
P0789,RT02,ASB,S174,-0.2269604,-78.4693381,90
P0790,RT02,ASB,S174,-0.22817,-78.46926,90
P0791,RT02,ASB,S175,-0.2303297,-78.4699668,80
P0792,RT02,ASB,S175,-0.23107,-78.47046,80
P0793,RT02,ASB,S176,-0.2329392,-78.471348,90
P0794,RT02,ASB,S176,-0.23378,-78.47125,90
P0795,RT02,ASB,S176,-0.23504,-78.4713,90
P0796,RT02,ASB,S176,-0.23551,-78.47255,90
P0797,RT02,ASB,S177,-0.2361287,-78.4731319,70
P0798,RT02,ASB,S177,-0.23768,-78.47333,70
P0799,RT02,ASB,S177,-0.23864,-78.47353,70
P0800,RT02,ASB,S177,-0.2398,-78.47397,70
P0801,RT02,ASB,S177,-0.24115,-78.47434,70
P0802,RT02,ASB,S177,-0.24274,-78.47483,70
P0803,RT02,ASB,S177,-0.24356,-78.47542,70
P0804,RT02,ASB,S177,-0.24518,-78.47624,70
P0805,RT02,ASB,S178,-0.2461812,-78.4767024,90
P0806,RT02,ASB,S178,-0.24744,-78.47843,90
P0807,RT02,ASB,S178,-0.24764,-78.47925,90
P0808,RT02,ASB,S178,-0.24626,-78.48137,90
P0809,RT02,ASB,S179,-0.2440528,-78.4821834,70
P0810,RT02,ASB,S179,-0.2426,-78.48259,70
P0811,RT02,ASB,S180,-0.2419934,-78.4827589,90
P0812,RT02,ASB,S180,-0.2407,-78.48286,90
P0813,RT02,ASB,S180,-0.23884,-78.48256,90
P0814,RT02,ASB,S180,-0.23766,-78.48355,90
P0815,RT02,ASB,S180,-0.23748,-78.48454,90
P0816,RT02,ASB,S180,-0.23715,-78.48615,90
P0817,RT02,ASB,S180,-0.23543,-78.48806,90
P0818,RT02,ASB,S181,-0.2329492,-78.4888012,80
P0819,RT02,ASB,S181,-0.2324,-78.48933,80
P0820,RT02,ASB,S182,-0.23135,-78.4915832,90
P0821,RT02,ASB,S182,-0.23166,-78.49277,90
P0822,RT02,ASB,S183,-0.2337257,-78.4929618,60
P0823,RT02,ASB,S183,-0.23427,-78.49205,60
P0824,RT02,ASB,S184,-0.2344355,-78.491609,60
P0825,RT02,ASB,S184,-0.23583,-78.48999,60
P0826,RT02,ASB,S184,-0.23721,-78.4901,60
P0827,RT02,ASB,S184,-0.23819,-78.49103,60
P0828,RT02,ASB,S185,-0.239185,-78.4925007,70
P0829,RT02,ASB,S185,-0.23962,-78.49314,70
P0830,RT02,ASB,S186,-0.2406328,-78.4943351,70
P0831,RT02,ASB,S186,-0.24182,-78.49526,70
P0832,RT02,ASB,S187,-0.2422994,-78.4959217,90
P0833,RT02,ASB,S187,-0.24245,-78.4979,90
P0834,RT02,ASB,S187,-0.24285,-78.49992,90
P0835,RT02,ASB,S188,-0.244626,-78.5009492,90
P0836,RT02,ASB,S188,-0.24559,-78.50116,90
P0837,RT02,ASB,S189,-0.2468651,-78.501434,80
P0838,RT02,ASB,S189,-0.24834,-78.50188,80
P0839,RT02,ASB,S189,-0.24954,-78.50271,80
P0840,RT02,ASB,S190,-0.2500688,-78.5030928,90
P0841,RT02,ASB,S190,-0.25094,-78.50368,90
P0842,RT02,ASB,S190,-0.25364,-78.50417,90
P0843,RT02,ASB,S191,-0.2554592,-78.5035077,90
P0844,RT02,ASB,S191,-0.25677,-78.50286,90
P0845,RT02,ASB,S192,-0.2596128,-78.5031932,70
P0846,RT02,ASB,S192,-0.26156,-78.5045,70
P0847,RT02,ASB,S193,-0.2625245,-78.5051456,90
P0848,RT02,ASB,S193,-0.26535,-78.50739,90
P0849,RT02,ASB,S194,-0.2674116,-78.5075346,90
P0850,RT02,ASB,S194,-0.26799,-78.50752,90
P0851,RT02,ASB,S195,-0.2691022,-78.5076834,90
P0852,RT02,ASB,S195,-0.27021,-78.50796,90
P0853,RT02,ASB,S195,-0.2717,-78.50844,90
P0854,RT02,ASB,S196,-0.2729767,-78.5094721,90
P0855,RT02,ASB,S196,-0.27404,-78.51047,90
P0856,RT02,ASB,S197,-0.276294,-78.5124713,70
P0857,RT02,ASB,S197,-0.27853,-78.51451,70
P0858,RT02,ASB,S197,-0.28104,-78.51655,70
P0859,RT02,ASB,S197,-0.2828,-78.51739,70
P0860,RT02,ASB,S197,-0.28423,-78.51812,70
P0861,RT02,ASB,S198,-0.2849607,-78.518482,90
P0862,RT02,ASB,S198,-0.28585,-78.51891,90
P0863,RT02,ASB,S199,-0.2862444,-78.5190788,90
P0864,RT02,ASB,S199,-0.28832,-78.51983,90
P0865,RT02,ASB,S199,-0.28904,-78.51979,90
P0866,RT02,ASB,S200,-0.2904842,-78.5196733,90
P0867,RT02,ASB,S200,-0.2915,-78.51975,90
P0868,RT02,ASB,S200,-0.2929,-78.51985,90
P0869,RT02,ASB,S200,-0.29444,-78.52009,90
P0870,RT02,ASB,S200,-0.29759,-78.52077,90
P0871,RT02,ASB,S200,-0.30099,-78.52136,90
P0872,RT02,ASB,S201,-0.3025647,-78.5216133,80
P0873,RT02,ASB,S201,-0.3035,-78.52163,80
P0874,RT02,ASB,S201,-0.30506,-78.52169,80
P0875,RT02,ASB,S201,-0.30674,-78.52176,80
P0876,RT02,ASB,S201,-0.30751,-78.5218,80
P0877,RT02,ASB,S201,-0.30862,-78.52188,80
P0878,RT02,ASB,S201,-0.31043,-78.52215,80
P0879,RT02,ASB,S201,-0.31214,-78.52238,80
P0880,RT02,ASB,S201,-0.31294,-78.52237,80
P0881,RT02,ASB,S202,-0.3148223,-78.5221543,80
P0882,RT02,ASB,S202,-0.31619,-78.52196,80
P0883,RT02,ASB,S202,-0.31784,-78.52168,80
P0884,RT02,ASB,S202,-0.31943,-78.5214,80
P0885,RT02,ASB,S202,-0.32116,-78.52088,80
P0886,RT02,ASB,S203,-0.3233255,-78.5201907,90
P0887,RT02,ASB,S203,-0.3278,-78.5191,90
P0888,RT02,ASB,S204,-0.3297461,-78.5192009,90
P0889,RT02,ASB,S204,-0.33113,-78.51945,90
P0890,RT02,ASB,S204,-0.33293,-78.51979,90
P0891,RT02,ASB,S205,-0.3347547,-78.5201316,90
P0892,RT02,ASB,S205,-0.33556,-78.52027,90
P0893,RT02,ASB,S205,-0.33721,-78.52059,90
P0894,RT02,ASB,S206,-0.33942,-78.52111,70
P0895,RT02,ASB,S206,-0.34185,-78.5224,70
P0896,RT02,ASB,S207,-0.34284,-78.5229738,90
P0897,RT02,ASB,S207,-0.34419,-78.52362,90
P0898,RT02,ASB,S207,-0.34614,-78.52374,90
P0899,RT02,ASB,S207,-0.34739,-78.52354,90
P0900,RT02,ASB,S208,-0.3480581,-78.5234397,90
P0901,RT02,ASB,S208,-0.34861,-78.52335,90
P0902,RT02,ASB,S209,-0.348874,-78.5233195,90
P0903,RT02,ASB,S209,-0.3498,-78.52316,90
P0904,RT02,ASB,S209,-0.35196,-78.52305,90
P0905,RT02,ASB,S209,-0.35426,-78.52432,90
P0906,RT02,ASB,S209,-0.35486,-78.5252,90
P0907,RT02,ASB,S210,-0.3551982,-78.5258338,90
P0908,RT02,ASB,S210,-0.35571,-78.52688,90
P0909,RT02,ASB,S210,-0.35627,-78.52802,90
P0910,RT02,ASB,S210,-0.35679,-78.52931,90
P0911,RT02,ASB,S210,-0.35722,-78.532,90
P0912,RT02,ASB,S211,-0.3574174,-78.5334403,60
P0913,RT02,ASB,S211,-0.35913,-78.53468,60
P0914,RT02,ASB,S212,-0.3607322,-78.5337868,90
P0915,RT02,ASB,S212,-0.36231,-78.53209,90
P0916,RT02,ASB,S212,-0.36334,-78.53098,90
P0917,RT02,ASB,S213,-0.3650716,-78.5291244,70
P0918,RT02,ASB,S213,-0.36585,-78.52861,70
P0919,RT02,ASB,S214,-0.3678945,-78.5287481,70
P0920,RT02,ASB,S214,-0.36955,-78.52908,70
P0921,RT02,ASB,S214,-0.37098,-78.52938,70
P0922,RT02,ASB,S214,-0.37191,-78.52957,70
P0923,RT02,ASB,S214,-0.37263,-78.52972,70
P0924,RT02,ASB,S214,-0.37431,-78.53007,70
P0925,RT02,ASB,S214,-0.37536,-78.5303,70
P0926,RT02,ASB,S214,-0.37616,-78.53046,70
P0927,RT02,ASB,S214,-0.37747,-78.53074,70
P0928,RT02,ASB,S214,-0.37896,-78.53105,70
P0929,RT02,ASB,S214,-0.38003,-78.53127,70
P0930,RT02,ASB,S214,-0.38118,-78.53148,70
P0931,RT02,ASB,S215,-0.3822891,-78.5317176,60
P0932,RT02,ASB,S215,-0.38351,-78.53204,60
P0933,RT02,ASB,S215,-0.38467,-78.5324,60
P0934,RT02,ASB,S215,-0.38525,-78.53245,60
P0935,RT02,ASB,S215,-0.38417,-78.5321,60
P0936,RT02,ASB,S216,-0.3823199,-78.531621,70
P0937,RT02,ASB,S216,-0.38072,-78.53127,70
P0938,RT02,ASB,S216,-0.37939,-78.53096,70
P0939,RT02,ASB,S216,-0.37822,-78.53072,70
P0940,RT02,ASB,S217,-0.3768134,-78.5304371,80
P0941,RT02,ASB,S217,-0.37579,-78.53023,80
P0942,RT02,ASB,S217,-0.37485,-78.53004,80
P0943,RT02,ASB,S217,-0.37387,-78.52984,80
P0944,RT02,ASB,S217,-0.37336,-78.52973,80
